Name;Year;Publisher;Genre;women_percentage;men_percentage;Platform;Console_Name;Manufacturer;Release_Year;Sales;Type;NA_Sales;EU_Sales;JP_Sales;Other_Sales
Cake Mania 3;2009;Majesco Entertainment;Simulation;0,69;0,31;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
California Speed;1999;Midway Games;Misc;0,38;0,62;N64;Nintendo 64;Nintendo;1996;32,93;Home;0,13;0,03;0;0
Camping Mama: Outdoor Adventures;2011;505 Games;Simulation;0,69;0,31;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0,06;0;0,02
Carnival Island;2011;Sony Computer Entertainment;Misc;0,38;0,62;PS3;PlayStation 3;Sony;2006;87,4;Home;0,13;0,06;0;0,04
Cars: Mater-National Championship;2007;THQ;Racing;0,06;0,94;X360;Xbox 360;Microsoft;2005;84;Home;0,13;0;0;0,01
Castlevania Judgment;2008;Konami Digital Entertainment;Fighting;0,134;0,866;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0,02;0,01;0,01
Chicken Shoot;2007;Zoo Digital Publishing;Action;0,18;0,82;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
College Hoops 2K8;2007;Take-Two Interactive;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;0,13;0;0;0,01
Colony Wars: Vengeance;1998;Psygnosis;Simulation;0,69;0,31;PS;PlayStation;Sony;1994;102,49;Home;0,13;0,09;0;0,02
Conan;2007;THQ;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;0,13;0,15;0;0,06
Conception II: Children of the Seven Stars;2013;Screenlife;Role-Playing;0,26;0,74;PSV;PlayStation Vita;Sony;2011;10;Handheld;0,13;0;0,04;0,02
Covert Ops: Nuclear Dawn;2000;Sony Computer Entertainment;Action;0,18;0,82;PS;PlayStation;Sony;1994;102,49;Home;0,13;0,09;0;0,02
Cranium Kabookii;2007;Ubisoft;Misc;0,38;0,62;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0;0;0,01
Crash & Spyro Superpack;2005;Vivendi Games;Platform;0,25;0,75;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,13;0,05;0;0
Critical Depth;1997;GT Interactive;Action;0,18;0,82;PS;PlayStation;Sony;1994;102,49;Home;0,13;0,09;0;0,01
Cruise Ship Vacation Games;2009;Avanquest;Puzzle;0,42;0,58;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0;0;0,01
CSI: Deadly Intent;2009;Ubisoft;Adventure;0,36;0,64;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0,13;0;0,03
CSI: Unsolved!;2010;Ubisoft;Adventure;0,36;0,64;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0,06;0;0,02
Danganronpa 2: Goodbye Despair;2014;Nippon Ichi Software;Misc;0,38;0,62;PSV;PlayStation Vita;Sony;2011;10;Handheld;0,13;0,07;0;0,06
Dark Souls II;2015;Namco Bandai Games;Role-Playing;0,26;0,74;XOne;Xbox One;Microsoft;2013;46,9;Home;0,13;0,07;0;0,02
Darkstalkers Chronicle: The Chaos Tower;2004;Capcom;Fighting;0,134;0,866;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,13;0;0;0,01
Dawn of Discovery;2009;Ubisoft;Simulation;0,69;0,31;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0,06;0;0,02
Dead or Alive: Dimensions;2011;Ubisoft Annecy;Fighting;0,134;0,866;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0,13;0,21;0,07;0,03
Dead Space 2;2011;Electronic Arts;Shooter;0,055;0,945;PC;Personal Computer;Computer;1975;999,99;Home;0,13;0,15;0;0,05
Deadpool;2015;Activision;Action;0,18;0,82;PS4;PlayStation 4;Sony;2013;108,9;Home;0,13;0,1;0;0,05
Destroy All Humans! Big Willy Unleashed;2008;THQ;Action;0,18;0,82;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0;0;0,01
Destruction Derby 64;1999;THQ;Racing;0,06;0,94;N64;Nintendo 64;Nintendo;1996;32,93;Home;0,13;0,03;0;0
Diner Dash: Flo on the Go;2009;Zoo Games;Puzzle;0,42;0,58;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
Disney Friends;2007;Disney Interactive Studios;Simulation;0,69;0,31;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0,04;0;0,01
Disney's Planes;2013;Disney Interactive Studios;Simulation;0,69;0,31;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0,1;0;0,02
Dragon Ball Z: Attack of the Saiyans;2009;Namco Bandai Games;Role-Playing;0,26;0,74;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0,02;0,21;0,01
Dragon Ball: Revenge of King Piccolo;2009;Namco Bandai Games;Action;0,18;0,82;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0,03;0,03;0,02
Dragon Quest Heroes: Rocket Slime;2005;Square Enix;Action;0,18;0,82;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0,31;0,01
Drakan: The Ancients' Gates;2002;Sony Computer Entertainment;Adventure;0,36;0,64;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
Duel Masters;2004;Atari;Strategy;0,09;0,91;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
Dungeon Siege: Throne of Agony;2006;Take-Two Interactive;Role-Playing;0,26;0,74;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,13;0,02;0;0,02
Dynasty Warriors 3: Xtreme Legends;2002;Tecmo Koei;Action;0,18;0,82;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0,74;0,03
Dynasty Warriors: Strikeforce;2009;Tecmo Koei;Action;0,18;0,82;X360;Xbox 360;Microsoft;2005;84;Home;0,13;0,06;0,02;0,02
Eragon;2006;Vivendi Games;Action;0,18;0,82;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0,02;0;0,01
ESPN X Games Skateboarding;2001;Konami Digital Entertainment;Sports;0,02;0,98;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,13;0,05;0;0
Etrian Odyssey III: The Drowned City;2010;Atlus;Role-Playing;0,26;0,74;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0,19;0,01
Evolution Skateboarding;2002;Konami Digital Entertainment;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
Exhibition Volume 02;2003;Microsoft Game Studios;Misc;0,38;0,62;XB;Xbox;Microsoft;2001;24;Home;0,13;0,04;0;0,01
FaceBreaker;2008;Electronic Arts;Fighting;0,134;0,866;PS3;PlayStation 3;Sony;2006;87,4;Home;0,13;0,03;0;0,02
Family Game Night 4: The Game Show;2011;Electronic Arts;Misc;0,38;0,62;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0,04;0;0,01
Farm Frenzy: Animal Country;2009;City Interactive;Simulation;0,69;0,31;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0,01;0;0,01
Fashion Studio: Paris Collection;2009;Ubisoft;Misc;0,38;0,62;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
Fast Food Panic;2010;Nobilis;Simulation;0,69;0,31;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
FIFA 15;2014;Electronic Arts;Sports;0,02;0,98;PSV;PlayStation Vita;Sony;2011;10;Handheld;0,13;0,48;0,04;0,19
FIFA Soccer 11;2010;Electronic Arts;Sports;0,02;0,98;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,13;0,7;0,01;0,37
FIFA Soccer 11;2010;Electronic Arts;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0,5;0;0,09
Fight Night Round 2;2005;Electronic Arts;Fighting;0,134;0,866;GC;GameCube;Nintendo;2001;21,74;Home;0,13;0,03;0;0
Fighters Destiny;1998;Ocean;Fighting;0,134;0,866;N64;Nintendo 64;Nintendo;1996;32,93;Home;0,13;0,03;0;0
Final Fantasy Crystal Chronicles: Echoes of Time;2009;Square Enix;Role-Playing;0,26;0,74;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0,06;0,05;0,02
Final Fantasy IV: The Complete Collection;2011;Square Enix;Role-Playing;0,26;0,74;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,13;0,09;0,27;0,06
Final Fantasy XI: Vana'diel Collection 2008;2007;Square Enix;Role-Playing;0,26;0,74;X360;Xbox 360;Microsoft;2005;84;Home;0,13;0;0,01;0,01
FlatOut: Head On;2008;Empire Interactive;Racing;0,06;0,94;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,13;0,11;0;0,06
Ford Racing 3;2004;Take-Two Interactive;Racing;0,06;0,94;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
Formula One 2001;2001;Sony Computer Entertainment;Racing;0,06;0,94;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
Forsaken;1998;Acclaim Entertainment;Shooter;0,055;0,945;PS;PlayStation;Sony;1994;102,49;Home;0,13;0,09;0;0,02
Freddi Fish: ABC under the sea;2008;Atari;Misc;0,38;0,62;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
Fullmetal Alchemist 2: Curse of the Crimson Elixir;2004;Square Enix;Role-Playing;0,26;0,74;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
Galaga: Destination Earth;2000;Hasbro Interactive;Shooter;0,055;0,945;PS;PlayStation;Sony;1994;102,49;Home;0,13;0,09;0;0,02
Gauntlet: Dark Legacy;2002;Midway Games;Action;0,18;0,82;XB;Xbox;Microsoft;2001;24;Home;0,13;0,04;0;0,01
Geometry Wars: Galaxies;2007;Vivendi Games;Shooter;0,055;0,945;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
G-Force;2009;Disney Interactive Studios;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;0,13;0,06;0;0,03
Golden Axe: Beast Rider;2008;Sega;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;0,13;0,14;0;0,06
Gourmet Chef: Cook Your Way to Fame;2008;Ubisoft;Misc;0,38;0,62;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
G-Police;1997;Psygnosis;Action;0,18;0,82;PS;PlayStation;Sony;1994;102,49;Home;0,13;0,09;0;0,02
Gretzky NHL 06;2005;Sony Computer Entertainment;Sports;0,02;0,98;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,13;0;0;0,01
Guilty Gear Judgment;2006;Majesco Entertainment;Fighting;0,134;0,866;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,13;0;0,02;0,01
Guitar Hero On Tour: Modern Hits;2009;Activision;Misc;0,38;0,62;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0,2;0;0,04
Gundam Battle Assault;1998;Namco Bandai Games;Fighting;0,134;0,866;PS;PlayStation;Sony;1994;102,49;Home;0,13;0,09;0;0,02
Gunvalkyrie;2002;Infogrames;Shooter;0,055;0,945;XB;Xbox;Microsoft;2001;24;Home;0,13;0,04;0;0,01
Hannah Montana: Rock Out the Show;2009;Disney Interactive Studios;Misc;0,38;0,62;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,13;0,01;0;0,02
Hannah Montana: The Movie;2009;Disney Interactive Studios;Adventure;0,36;0,64;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0,18;0;0,04
Harry Potter and the Deathly Hallows - Part 1;2010;Electronic Arts;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;0,13;0,21;0;0,08
Harry Potter and the Half-Blood Prince;2009;Electronic Arts;Action;0,18;0,82;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,07;0;0,44
Harry Potter and the Order of the Phoenix;2007;Electronic Arts;Action;0,18;0,82;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
Hatsune Miku: Project Diva F 2nd;2014;Sega;Misc;0,38;0,62;PSV;PlayStation Vita;Sony;2011;10;Handheld;0,13;0,06;0,16;0,06
Haunted House;2010;Atari;Action;0,18;0,82;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0;0;0,01
Hellboy: The Science of Evil;2008;Konami Digital Entertainment;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;0,13;0,02;0;0,02
Heroes of Ruin;2012;Nintendo;Role-Playing;0,26;0,74;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0,13;0,07;0;0,02
Hero's Saga Laevatein Tactics;2008;GungHo;Role-Playing;0,26;0,74;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
Hidden Mysteries: Buckingham Palace;2010;Avanquest;Puzzle;0,42;0,58;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0,07;0;0,02
High Velocity Bowling;2010;Sony Computer Entertainment;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;0,13;0;0;0,01
Horse Life Adventures;2008;Deep Silver;Simulation;0,69;0,31;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0,01;0;0,01
Hot Wheels World Race;2003;THQ;Racing;0,06;0,94;GC;GameCube;Nintendo;2001;21,74;Home;0,13;0,03;0;0
Hot Wheels: Battle Force 5;2009;Activision;Racing;0,06;0,94;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0,02;0;0,01
Hot Wheels: Beat That!;2007;Activision;Racing;0,06;0,94;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0;0;0,01
Hunted: The Demon's Forge;2011;Bethesda Softworks;Action;0,18;0,82;X360;Xbox 360;Microsoft;2005;84;Home;0,13;0,07;0;0,02
Hunter: The Reckoning Redeemer;2003;Interplay;Action;0,18;0,82;XB;Xbox;Microsoft;2001;24;Home;0,13;0,04;0;0,01
Hydro Thunder;2000;Midway Games;Racing;0,06;0,94;N64;Nintendo 64;Nintendo;1996;32,93;Home;0,13;0,03;0;0
I Spy: Universe;2010;Scholastic Inc.;Puzzle;0,42;0,58;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
Ice Age 2: The Meltdown;2006;Vivendi Games;Platform;0,25;0,75;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0,01;0;0,01
Ice Age: Dawn of the Dinosaurs;2009;Activision;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;0,13;0,04;0;0,02
Imagine: Fashion Stylist;2010;Ubisoft;Simulation;0,69;0,31;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
Intelligent Qube;1997;Sony Computer Entertainment;Puzzle;0,42;0,58;PS;PlayStation;Sony;1994;102,49;Home;0,13;0,07;1;0,02
InuYasha: Feudal Combat;2005;Namco Bandai Games;Fighting;0,134;0,866;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
Jackie Chan Adventures: Legend of the Dark Hand;2001;Activision;Action;0,18;0,82;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,13;0,05;0;0
James Bond 007: Legends;2012;Activision;Shooter;0,055;0,945;X360;Xbox 360;Microsoft;2005;84;Home;0,13;0,14;0;0,03
Jersey Devil;1997;Ocean;Platform;0,25;0,75;PS;PlayStation;Sony;1994;102,49;Home;0,13;0,09;0;0,01
JSRF: Jet Set Radio Future;2002;Sega;Action;0,18;0,82;XB;Xbox;Microsoft;2001;24;Home;0,13;0,04;0,03;0,01
Juiced;2005;THQ;Racing;0,06;0,94;XB;Xbox;Microsoft;2001;24;Home;0,13;0,04;0;0,01
Jurassic Park III: Island Attack;2001;Konami Digital Entertainment;Adventure;0,36;0,64;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,13;0,05;0;0
Jurassic Park: Operation Genesis;2003;Konami Digital Entertainment;Simulation;0,69;0,31;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
Just Dance: Disney Party;2012;Ubisoft;Misc;0,38;0,62;X360;Xbox 360;Microsoft;2005;84;Home;0,13;0,02;0;0,01
Karaoke Revolution Glee: Volume 3;2011;Konami Digital Entertainment;Misc;0,38;0,62;X360;Xbox 360;Microsoft;2005;84;Home;0,13;0;0;0,01
Kessen II;2001;THQ;Strategy;0,09;0,91;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0,2;0,03
King of Fighters: Maximum Impact;2004;Ignition Entertainment;Fighting;0,134;0,866;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
Krull;1982;Atari;Action;0,18;0,82;2600;Atari 2600;Atari;1977;30;Home;0,13;0,01;0;0
Learn Math;2009;DreamCatcher Interactive;Puzzle;0,42;0,58;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
Legaia 2: Duel Saga;2001;Eidos Interactive;Role-Playing;0,26;0,74;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
LEGO The Hobbit;2014;Warner Bros. Interactive Entertainment;Action;0,18;0,82;XOne;Xbox One;Microsoft;2013;46,9;Home;0,13;0,12;0;0,02
Let's Play Ballerina;2010;Deep Silver;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
Little League World Series Baseball 2009;2009;Activision;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
Looney Tunes: Back in Action;2003;Electronic Arts;Platform;0,25;0,75;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,13;0,05;0;0
Looney Tunes: Back in Action;2003;Warner Bros. Interactive Entertainment;Platform;0,25;0,75;GC;GameCube;Nintendo;2001;21,74;Home;0,13;0,03;0;0
Lucky Luke;1998;Ocean;Platform;0,25;0,75;PS;PlayStation;Sony;1994;102,49;Home;0,13;0,09;0;0,02
Madden NFL 09;2008;Electronic Arts;Sports;0,02;0,98;XB;Xbox;Microsoft;2001;24;Home;0,13;0,04;0;0,01
Magical Tetris Challenge;1997;Activision;Puzzle;0,42;0,58;N64;Nintendo 64;Nintendo;1996;32,93;Home;0,13;0,02;0,05;0
Magna Carta 2;2009;Banpresto;Role-Playing;0,26;0,74;X360;Xbox 360;Microsoft;2005;84;Home;0,13;0,08;0,07;0,02
Major League Baseball 2K6;2006;Take-Two Interactive;Sports;0,02;0,98;GC;GameCube;Nintendo;2001;21,74;Home;0,13;0,03;0;0
Major League Baseball 2K8;2008;Take-Two Interactive;Sports;0,02;0,98;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0;0;0,01
Mario Tennis Ultra Smash;2015;Nintendo;Sports;0,02;0,98;WiiU;Wii U;Nintendo;2012;13,56;Home;0,13;0,16;0,13;0,03
Marvel Super Hero Squad: Comic Combat;2011;THQ;Action;0,18;0,82;X360;Xbox 360;Microsoft;2005;84;Home;0,13;0,04;0;0,01
Master Jin Jin's IQ Challenge;2006;505 Games;Misc;0,38;0,62;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
Me & My Katamari;2005;Namco Bandai Games;Puzzle;0,42;0,58;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,13;0,02;0,08;0
Medieval Moves: Deadmund's Quest;2011;Sony Computer Entertainment;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;0,13;0,12;0;0,05
Mega Man Legacy Collection;2016;Capcom;Platform;0,25;0,75;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0,13;0;0,05;0,02
Mega Man Network Transmission;2003;Capcom;Platform;0,25;0,75;GC;GameCube;Nintendo;2001;21,74;Home;0,13;0,03;0;0
Metal Arms: Glitch in the System;2003;Vivendi Games;Shooter;0,055;0,945;XB;Xbox;Microsoft;2001;24;Home;0,13;0,04;0;0,01
Metal Slug 7;2008;Ignition Entertainment;Shooter;0,055;0,945;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0,01;0,01
Michael Jackson: The Experience 3D;2011;Ubisoft;Misc;0,38;0,62;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0,13;0,03;0;0,01
Midway Arcade Treasures;2003;Midway Games;Misc;0,38;0,62;GC;GameCube;Nintendo;2001;21,74;Home;0,13;0,03;0;0
Midway Arcade Treasures 2;2004;Midway Games;Misc;0,38;0,62;GC;GameCube;Nintendo;2001;21,74;Home;0,13;0,03;0;0
MLB 16: The Show;2016;Sony Computer Entertainment;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;0,13;0;0;0,03
MLB SlugFest 2006;2006;Midway Games;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
Monster Jam;2007;Activision;Racing;0,06;0,94;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
Moshi Monsters: Moshlings Theme Park;2012;Activision;Misc;0,38;0,62;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0,13;0,13;0;0,03
MTX Mototrax;2004;Activision;Racing;0,06;0,94;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
Muramasa: The Demon Blade;2013;Marvelous Entertainment;Role-Playing;0,26;0,74;PSV;PlayStation Vita;Sony;2011;10;Handheld;0,13;0;0,1;0,03
MX vs. ATV Reflex;2009;THQ;Racing;0,06;0,94;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
My Baby 3 & Friends;2010;Majesco Entertainment;Simulation;0,69;0,31;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0,02;0;0,01
MySims Collection;2010;Electronic Arts;Misc;0,38;0,62;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0;0;0,01
Namco Museum: 50th Anniversary;2005;Namco Bandai Games;Misc;0,38;0,62;XB;Xbox;Microsoft;2001;24;Home;0,13;0,04;0;0,01
Naruto Shippuden: Ultimate Ninja Heroes 3;2009;Namco Bandai Games;Fighting;0,134;0,866;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,13;0,04;0,19;0,03
Naruto Shippuden: Ultimate Ninja Storm Revolution;2014;Namco Bandai Games;Fighting;0,134;0,866;X360;Xbox 360;Microsoft;2005;84;Home;0,13;0,08;0;0,02
NBA Inside Drive 2004;2003;Microsoft Game Studios;Sports;0,02;0,98;XB;Xbox;Microsoft;2001;24;Home;0,13;0,04;0;0,01
NBA ShootOut 2004;2003;Sony Computer Entertainment;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
NCAA March Madness 08;2007;Electronic Arts;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
Need for Speed: The Run;2011;Electronic Arts;Action;0,18;0,82;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0,13;0,01;0,03
NFL 2K2;2002;Sega;Sports;0,02;0,98;XB;Xbox;Microsoft;2001;24;Home;0,13;0,04;0;0,01
NFL Head Coach 09;2008;Electronic Arts;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;0,13;0;0;0,01
NHL 07;2006;Electronic Arts;Sports;0,02;0,98;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,13;0,02;0;0,02
NHL 17;2016;Electronic Arts;Sports;0,02;0,98;PS4;PlayStation 4;Sony;2013;108,9;Home;0,13;0,04;0;0,04
NHL 17;2016;Electronic Arts;Sports;0,02;0,98;XOne;Xbox One;Microsoft;2013;46,9;Home;0,13;0,01;0;0,02
NHL 2004;2003;Electronic Arts;Sports;0,02;0,98;XB;Xbox;Microsoft;2001;24;Home;0,13;0,04;0;0,01
NHL 2K10;2009;Take-Two Interactive;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;0,13;0,01;0;0,01
NHL FaceOff 2001;2000;Sony Computer Entertainment;Sports;0,02;0,98;PS;PlayStation;Sony;1994;102,49;Home;0,13;0,09;0;0,02
NieR;2010;Square Enix;Role-Playing;0,26;0,74;X360;Xbox 360;Microsoft;2005;84;Home;0,13;0,1;0,04;0,02
Ninja Gaiden Sigma;2012;Tecmo Koei;Action;0,18;0,82;PSV;PlayStation Vita;Sony;2011;10;Handheld;0,13;0,06;0,04;0,04
NPPL: Championship Paintball 2009;2008;Activision Value;Shooter;0,055;0,945;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
Onechanbara Z2: Chaos;2014;Nippon Ichi Software;Action;0,18;0,82;PS4;PlayStation 4;Sony;2013;108,9;Home;0,13;0,02;0,04;0,04
Open Season;2006;Ubisoft;Platform;0,25;0,75;GC;GameCube;Nintendo;2001;21,74;Home;0,13;0,03;0;0
Pandora's Tower;2011;Nintendo;Role-Playing;0,26;0,74;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0,1;0,08;0,03
Paws & Claws: Pet Vet 2;2007;THQ;Simulation;0,69;0,31;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
Perfect Weapon;1996;American Softworks;Action;0,18;0,82;PS;PlayStation;Sony;1994;102,49;Home;0,13;0,09;0;0,02
Persona 4: Dancing All Night;2015;Nippon Ichi Software;Misc;0,38;0,62;PSV;PlayStation Vita;Sony;2011;10;Handheld;0,13;0,1;0,15;0,07
PES 2009: Pro Evolution Soccer;2008;Konami Digital Entertainment;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,07;0,26;2,05
PES 2009: Pro Evolution Soccer;2008;Konami Digital Entertainment;Sports;0,02;0,98;X360;Xbox 360;Microsoft;2005;84;Home;0,13;0,76;0,03;0,09
Pet Pals: Animal Doctor;2008;JoWood Productions;Simulation;0,69;0,31;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0;0;0,01
Petz: Horsez 2;2007;Ubisoft;Simulation;0,69;0,31;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
PGA Tour 96;1995;Electronic Arts;Sports;0,02;0,98;PS;PlayStation;Sony;1994;102,49;Home;0,13;0,09;0;0,02
Pinball Hall of Fame: The Gottlieb Collection;2006;System 3 Arcade Software;Misc;0,38;0,62;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0;0;0,01
Polarium;2004;Nintendo;Puzzle;0,42;0,58;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0,01;0,11;0,01
Power Gig: Rise of the SixString;2010;Unknown;Misc;0,38;0,62;PS3;PlayStation 3;Sony;2006;87,4;Home;0,13;0;0;0,01
Pro Evolution Soccer 2016;2015;Konami Digital Entertainment;Sports;0,02;0,98;PS4;PlayStation 4;Sony;2013;108,9;Home;0,13;0,42;0,13;0,1
Pro Race Driver;2002;Codemasters;Racing;0,06;0,94;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
Psi-Ops: The Mindgate Conspiracy;2004;Midway Games;Shooter;0,055;0,945;XB;Xbox;Microsoft;2001;24;Home;0,13;0,04;0;0,01
Q-Ball: Billiards Master;2000;Take-Two Interactive;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,04
Quick Yoga Training;2008;Ubisoft;Misc;0,38;0,62;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
Rampage 2: Universal Tour;1998;GT Interactive;Action;0,18;0,82;PS;PlayStation;Sony;1994;102,49;Home;0,13;0,09;0;0,01
Ratchet & Clank: Size Matters;2008;Sony Computer Entertainment;Platform;0,25;0,75;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0,03;0,03
